Date,Open,High,Low,Close,Adj Close,Volume
2002-08-16,1.200143,1.210872,1.177152,1.184049,-0.009083,520671
2002-08-19,1.210872,1.210872,1.17332,1.183283,-0.009077,501059
2002-08-20,1.194779,1.194779,1.180217,1.182517,-0.009071,507936
2002-08-21,1.197844,1.205508,1.187881,1.194012,-0.009159,507062
2002-08-22,1.197844,1.207041,1.187881,1.197844,-0.009188,495383
2002-08-23,1.203975,1.210872,1.187881,1.201676,-0.009218,519588
2002-08-26,1.210106,1.2262,1.193246,1.197844,-0.009188,552014
2002-08-27,1.201676,1.208573,1.184049,1.190947,-0.009136,504152
2002-08-28,1.203209,1.203209,1.184816,1.193246,-0.009153,491338
2002-08-29,1.195545,1.195545,1.180217,1.186348,-0.0091,489146
2002-08-30,1.186348,1.191713,1.180984,1.189414,-0.009124,488768
2002-09-02,1.194012,1.210106,1.194012,1.202442,-0.009224,514408
2002-09-03,1.203209,1.204741,1.19018,1.199377,-0.0092,493035
2002-09-04,1.197844,1.201676,1.187881,1.191713,0.036471,478760
2002-09-05,1.201676,1.201676,1.189414,1.193246,0.036518,492461
2002-09-06,1.199377,1.199377,1.176386,1.190947,0.036447,510128
2002-09-09,1.149562,1.184049,1.149562,1.177152,0.036025,488272
2002-09-10,1.177152,1.177152,1.177152,1.177152,0.036025,0
2002-09-11,1.187115,1.187115,1.158759,1.172554,0.035884,564188
2002-09-12,1.153394,1.176386,1.153394,1.168722,0.035767,504609
2002-09-13,1.184816,1.184816,1.162591,1.176386,0.036002,513534
2002-09-16,1.172554,1.180217,1.157226,1.166423,0.035697,511485
2002-09-17,1.161058,1.174853,1.149562,1.16489,0.03565,499846
2002-09-18,1.153394,1.171787,1.153394,1.161058,0.035533,506044
2002-09-19,1.157226,1.16489,1.153394,1.157226,0.035415,485989
2002-09-20,1.157226,1.157226,1.145731,1.153394,0.035298,492578
2002-09-23,1.149562,1.163357,1.146497,1.157993,0.035439,527652
2002-09-24,1.088252,1.153394,1.088252,1.126571,0.034477,568011
2002-09-25,1.089785,1.134235,1.089785,1.113543,0.034079,528109
2002-09-26,1.118907,1.126571,1.100514,1.107412,0.033891,539331
2002-09-27,1.011615,1.118907,1.011615,1.10358,0.033774,602772
2002-09-30,1.015447,1.110477,1.015447,1.081355,0.033093,506827
2002-10-01,0.984025,1.072925,0.984025,1.04227,0.031897,517996
2002-10-02,1.04227,1.04227,1.04227,1.04227,0.031897,0
2002-10-03,0.99782,1.04227,0.99782,1.030008,0.031522,514160
2002-10-04,1.048401,1.048401,1.023111,1.026176,0.031405,496179
2002-10-07,1.026942,1.051466,1.026942,1.049167,0.032108,497445
2002-10-08,1.046102,1.118907,1.046102,1.110477,0.033985,519836
2002-10-09,1.126571,1.157226,1.116608,1.140366,0.034899,561304
2002-10-10,1.089785,1.130403,1.089785,1.107412,0.033891,502860
2002-10-11,1.125805,1.145731,1.111244,1.129637,0.034571,556829
2002-10-14,1.130403,1.138067,1.115076,1.125038,0.03443,493752
2002-10-15,1.125038,1.125038,1.125038,1.125038,0.03443,0
2002-10-16,1.133469,1.133469,1.111244,1.118907,0.034243,497797
2002-10-17,1.121207,1.122739,1.11201,1.115842,0.034149,505365
2002-10-18,1.10358,1.127338,1.10358,1.109711,0.033961,496297
2002-10-21,1.111244,1.118907,1.099748,1.110477,0.033985,497471
2002-10-22,1.111244,1.125805,1.105113,1.108945,0.033938,503017
2002-10-23,1.111244,1.121207,1.105879,1.110477,0.033985,512477
2002-10-24,1.080589,1.088252,1.010849,1.062962,0.032531,623754
2002-10-25,1.049934,1.056831,1.013914,1.033073,0.031616,565910
2002-10-28,1.011615,1.029242,0.993988,1.023111,0.031311,515635
2002-10-29,1.019279,1.04227,1.019279,1.035373,0.031686,493687
2002-10-30,1.047635,1.056831,1.026942,1.039204,0.031804,516183
2002-10-31,1.056065,1.056065,1.034606,1.049934,0.032132,490034
2002-11-01,1.0507,1.062962,1.030774,1.046102,0.032015,489668
2002-11-04,1.057597,1.065261,1.027709,1.048401,0.032085,362172
2002-11-05,1.058364,1.063728,1.043036,1.043036,0.031921,487098
2002-11-06,1.043036,1.043036,1.043036,1.043036,0.031921,0
2002-11-07,1.073691,1.084421,1.049934,1.069093,0.032718,493309
2002-11-08,1.092851,1.092851,1.0507,1.063728,0.032554,501190
2002-11-11,1.074458,1.128104,1.044569,1.118907,0.034243,557898
2002-11-12,1.140366,1.141899,1.104346,1.130403,0.034595,513730
2002-11-13,1.115076,1.149562,1.115076,1.144198,0.035017,511446
2002-11-14,1.138833,1.187881,1.138833,1.175619,0.035978,534672
2002-11-15,1.180217,1.210106,1.17332,1.205508,0.036893,546455
2002-11-18,1.210106,1.210872,1.187881,1.199377,0.036705,485349
2002-11-19,1.199377,1.199377,1.199377,1.199377,0.036705,0
2002-11-20,1.202442,1.207807,1.177152,1.197078,0.036635,469991
2002-11-21,1.203209,1.203975,1.17332,1.187115,0.03633,495631
2002-11-22,1.218536,1.218536,1.180217,1.184049,0.036236,464524
2002-11-25,1.149562,1.199377,1.149562,1.180217,0.036119,455560
2002-11-26,1.207041,1.207041,1.187881,1.192479,0.036494,462736
2002-11-27,1.172554,1.197844,1.172554,1.195545,0.036588,448540
2002-11-28,1.195545,1.196311,1.184049,1.187115,0.03633,453641
2002-11-29,1.149562,1.210106,1.149562,1.186348,0.036307,477885
2002-12-02,1.172554,1.218536,1.172554,1.187115,0.03633,362589
2002-12-03,1.177152,1.202442,1.149562,1.174086,0.035931,308556
2002-12-04,1.142665,1.16489,1.142665,1.149562,0.035181,308399
2002-12-05,1.142665,1.187881,1.142665,1.177152,0.036025,308021
2002-12-06,1.186348,1.191713,1.165656,1.178685,0.036072,296590
2002-12-09,1.182517,1.19018,1.150329,1.16489,0.03565,303441
2002-12-10,1.180217,1.180217,1.142665,1.147263,0.035111,314336
2002-12-11,1.163357,1.180217,1.134235,1.152628,0.035275,305085
2002-12-12,1.019279,1.149562,1.011615,1.131936,0.034641,714140
2002-12-13,1.126571,1.152628,1.126571,1.1396,0.034876,338763
2002-12-16,1.141899,1.172554,1.126571,1.151862,0.035251,327215
2002-12-17,1.149562,1.149562,1.12044,1.12044,0.03429,141249
2002-12-18,1.126571,1.146497,1.111244,1.118907,0.034243,308034
2002-12-19,1.148796,1.148796,1.12044,1.130403,0.034595,303297
2002-12-20,1.124272,1.140366,1.124272,1.129637,0.034571,297139
2002-12-23,1.11201,1.12887,1.11201,1.122739,0.03436,302345
2002-12-24,1.101281,1.125805,1.098982,1.108945,0.033938,406980
2002-12-25,1.108945,1.108945,1.108945,1.108945,0.033938,0
2002-12-26,1.119674,1.127338,1.105879,1.117375,0.034196,148921
2002-12-27,1.141899,1.141899,1.111244,1.113543,0.034079,439014
2002-12-30,1.115842,1.122739,1.105113,1.111244,0.034008,137334
2002-12-31,1.125038,1.125805,1.095916,1.104346,0.033797,433429
2003-01-01,1.096683,1.115076,1.096683,1.106645,0.033867,404318
2003-01-02,1.108178,1.111244,1.105113,1.109711,0.033961,407763
2003-01-03,1.118907,1.125805,1.104346,1.110477,0.033985,410308
2003-01-06,1.118907,1.118907,1.097449,1.102814,0.03375,404762
2003-01-07,1.10358,1.111244,1.094383,1.105113,0.033821,407737
2003-01-08,1.115842,1.117375,1.090552,1.101281,0.033703,439223
2003-01-09,1.118141,1.118141,1.088252,1.097449,0.033586,404436
2003-01-10,1.092084,1.117375,1.088252,1.093617,0.033469,406954
2003-01-13,1.092851,1.099748,1.080589,1.082888,0.03314,403966
2003-01-14,1.092084,1.095916,1.088252,1.093617,0.033469,405649
2003-01-15,1.096683,1.10358,1.092084,1.097449,0.033586,405962
2003-01-16,1.085953,1.094383,1.085953,1.089785,0.033351,411560
2003-01-17,1.092851,1.102814,1.089019,1.093617,0.033469,404318
2003-01-20,1.066794,1.098982,1.066794,1.087486,0.033281,430063
2003-01-21,1.088252,1.095916,1.082121,1.088252,0.033305,498280
2003-01-22,1.065261,1.092084,1.065261,1.088252,0.033305,421438
2003-01-23,1.088252,1.090552,1.081355,1.085953,0.033234,432490
2003-01-24,1.088252,1.088252,1.058364,1.06756,0.032671,401983
2003-01-27,1.035373,1.057597,1.017746,1.023111,0.031311,409655
2003-01-28,1.038438,1.049934,1.022344,1.046868,0.032038,409499
2003-01-29,1.049934,1.049934,1.027709,1.036139,0.03171,408716
2003-01-30,1.026942,1.038438,1.020811,1.026942,0.031428,463558
2003-01-31,0.997054,1.035373,0.997054,1.01698,0.031123,461053
2003-02-03,1.004718,1.03384,1.003951,1.024643,0.031358,468725
2003-02-04,1.030774,1.034606,1.011615,1.013148,0.031006,459213
2003-02-05,1.019279,1.019279,1.000119,1.004718,0.030748,459044
2003-02-06,1.013914,1.01468,1.003185,1.011615,0.030959,453498
2003-02-07,1.007783,1.010849,0.996287,0.998587,0.03056,460166
2003-02-10,0.98939,1.003951,0.957969,0.99782,0.030537,548660
2003-02-11,0.996287,1.003951,0.981726,0.993988,0.03042,469939
2003-02-12,0.996287,1.007783,0.988624,0.997054,0.030514,463323
2003-02-13,0.997054,0.997054,0.997054,0.997054,0.030514,0
2003-02-14,0.99782,1.000886,0.988624,0.991689,0.030349,467121
2003-02-17,0.996287,1.015447,0.993988,0.994755,0.030443,490869
2003-02-18,1.007783,1.010082,0.996287,0.996287,0.03049,457713
2003-02-19,1.011615,1.038438,0.995521,0.999353,0.030584,457686
2003-02-20,0.997054,1.003185,0.992456,0.993988,0.03042,459513
2003-02-21,1.000119,1.000119,0.993988,0.997054,0.030514,439601
2003-02-24,0.981726,1.001652,0.981726,0.99782,0.030537,451971
2003-02-25,1.003185,1.003185,0.995521,0.996287,0.03049,459839
2003-02-26,0.998587,1.000119,0.995521,0.998587,0.03056,438101
2003-02-27,0.996287,1.003951,0.995521,1.000119,0.030607,444038
2003-02-28,1.003185,1.033073,0.993222,0.996287,0.03049,493387
2003-03-03,1.002418,1.002418,0.990156,0.996287,0.03049,472718
2003-03-04,0.997054,1.003185,0.993222,0.995521,0.030467,460609
2003-03-05,0.996287,1.002418,0.992456,0.999353,0.030584,460296
2003-03-06,0.999353,1.003185,0.993222,0.996287,0.03049,453889
2003-03-07,0.996287,0.996287,0.984025,0.987091,0.030209,460870
2003-03-10,0.98096,0.981726,0.977128,0.979427,0.029974,331299
2003-03-11,0.988624,0.988624,0.975595,0.978661,0.029951,457282
2003-03-12,0.988624,0.988624,0.934977,0.977894,0.029927,805741
2003-03-13,1.019279,1.019279,0.974829,0.979427,0.029974,463493
2003-03-14,0.979427,0.979427,0.979427,0.979427,0.029974,0
2003-03-17,0.98096,0.98096,0.973296,0.976362,0.02988,518127
2003-03-18,0.976362,0.976362,0.976362,0.976362,0.02988,0
2003-03-19,0.980194,0.98939,0.965632,0.966399,0.029575,212702
2003-03-20,0.971763,0.980194,0.967165,0.975595,0.029857,453994
2003-03-21,0.987857,0.987857,0.965632,0.977128,0.029904,448670
2003-03-24,0.973296,0.973296,0.957969,0.957969,0.029317,165950
2003-03-25,0.959501,0.959501,0.942641,0.945707,0.028942,143297
2003-03-26,0.957969,0.957969,0.941108,0.946473,0.028966,252826
2003-03-27,0.946473,0.950305,0.942641,0.94494,0.028919,464589
2003-03-28,0.92808,0.951071,0.92808,0.944174,0.028895,453028
2003-03-31,0.945707,0.946473,0.929613,0.941108,0.028801,689675
2003-04-01,0.935744,0.946473,0.934977,0.940342,0.028778,462358
2003-04-02,0.960268,0.960268,0.940342,0.948772,0.029036,477207
2003-04-03,0.957969,0.957969,0.938809,0.945707,0.028942,484044
2003-04-04,0.956436,0.956436,0.938809,0.940342,0.028778,453367
2003-04-07,0.94494,0.951071,0.942641,0.946473,0.028966,455912
2003-04-08,0.942641,0.948006,0.939576,0.939576,0.028755,138965
2003-04-09,0.950305,0.950305,0.937276,0.943407,0.028872,148908
2003-04-10,0.942641,0.944174,0.91965,0.91965,0.028145,150787
2003-04-11,0.941875,0.941875,0.920416,0.931145,0.028496,138822
2003-04-14,0.931145,0.931145,0.931145,0.931145,0.028496,0
2003-04-15,0.934211,0.945707,0.934211,0.938043,0.028708,454542
2003-04-16,0.938809,0.940342,0.921949,0.931912,0.02852,447182
2003-04-17,0.934211,0.934977,0.921949,0.928846,0.028426,449453
2003-04-18,0.928846,0.928846,0.928846,0.928846,0.028426,0
2003-04-21,0.931145,0.934977,0.91965,0.92808,0.028403,455207
2003-04-22,0.934977,0.957969,0.925781,0.938809,0.028731,464067
2003-04-23,0.935744,0.938809,0.927314,0.935744,0.028637,454633
2003-04-24,0.938809,0.938809,0.92808,0.932678,0.028543,437918
2003-04-25,0.927314,0.934977,0.91965,0.920416,0.028168,442289
2003-04-28,0.927314,0.933445,0.922715,0.931912,0.02852,451241
2003-04-29,0.930379,0.942641,0.91965,0.926547,0.028356,464380
2003-04-30,0.85834,0.938809,0.85834,0.931145,0.028496,439079
2003-05-01,0.931145,0.931145,0.931145,0.931145,0.028496,0
2003-05-02,0.934977,0.938043,0.927314,0.930379,0.028473,506475
2003-05-05,0.934977,0.945707,0.931145,0.94494,0.028919,528109
2003-05-06,0.942641,0.965632,0.942641,0.963333,0.029482,597918
2003-05-07,0.950305,0.965632,0.934977,0.949538,0.029059,524703
2003-05-08,0.950305,0.957969,0.934977,0.941108,0.028801,460231
2003-05-09,0.934977,0.957202,0.934977,0.941108,0.028801,496623
2003-05-12,0.951071,0.955669,0.946473,0.949538,0.029059,422678
2003-05-13,0.946473,0.957969,0.937276,0.955669,0.029247,459265
2003-05-14,0.957202,0.98096,0.954137,0.968698,0.029646,550409
2003-05-15,0.995521,1.162591,0.993988,1.162591,0.03558,562100
2003-05-16,1.241527,1.394036,1.212405,1.358017,0.04156,1487652
2003-05-19,1.390971,1.436953,1.371811,1.412429,0.043226,1357833
2003-05-20,1.303604,1.379475,1.303604,1.339624,0.040997,686595
2003-05-21,1.310501,1.387139,1.310501,1.342689,0.041091,665392
2003-05-22,1.371811,1.37641,1.350353,1.361848,0.041678,462658
2003-05-23,1.356484,1.371045,1.349586,1.368746,0.041889,466651
2003-05-26,1.364148,1.371811,1.333493,1.342689,0.041091,442172
2003-05-27,1.367979,1.370279,1.289809,1.299006,0.039754,487398
2003-05-28,1.318165,1.318165,1.282145,1.293641,0.03959,425300
2003-05-29,1.295174,1.302837,1.274482,1.280613,0.039192,451032
2003-05-30,1.29594,1.302837,1.266051,1.283678,0.039285,451358
2003-06-02,1.289809,1.321997,1.288276,1.301305,0.039825,488911
2003-06-03,1.295174,1.307436,1.274482,1.277547,0.039098,502338
2003-06-04,1.28751,1.301305,1.268351,1.279846,0.039168,469939
2003-06-05,1.299006,1.34882,1.299006,1.319698,0.040388,481839
2003-06-06,1.341156,1.394803,1.326595,1.361082,0.041654,519901
2003-06-09,1.378709,1.378709,1.322763,1.332726,0.040786,498176
2003-06-10,1.314333,1.349586,1.314333,1.321997,0.040458,477611
2003-06-11,1.302837,1.341156,1.266051,1.298239,0.039731,486210
2003-06-12,1.295174,1.3151,1.295174,1.310501,0.040106,456068
2003-06-13,1.339624,1.339624,1.281379,1.29594,0.039661,483862
2003-06-16,1.29594,1.310501,1.27908,1.280613,0.039192,473579
2003-06-17,1.306669,1.325829,1.292875,1.29594,0.039661,484083
2003-06-18,1.310501,1.370279,1.288276,1.337324,0.040927,582651
2003-06-19,1.364148,1.387139,1.342689,1.352652,0.041396,599301
2003-06-20,1.378709,1.417794,1.360316,1.398634,0.042803,657850
2003-06-23,1.440019,1.440019,1.37411,1.380241,0.042241,671237
2003-06-24,1.379475,1.398634,1.364914,1.381008,0.042264,510728
2003-06-25,1.381774,1.4017,1.381774,1.394036,0.042663,382815
2003-06-26,1.391737,1.478337,1.380241,1.452281,0.044445,569185
2003-06-27,1.502095,1.53275,1.476038,1.499796,0.045899,616590
2003-06-30,1.540414,1.570302,1.487534,1.498263,0.045852,792810
2003-07-01,1.504394,1.555741,1.502861,1.508992,0.046181,639804
2003-07-02,1.53275,1.540414,1.509759,1.512058,0.046275,523164
2003-07-03,1.540414,1.600957,1.53275,1.541947,0.047189,704628
2003-07-04,1.555741,1.571069,1.533516,1.548078,0.047377,572121
2003-07-07,1.563405,1.571069,1.533516,1.553442,0.047541,491365
2003-07-08,1.563405,1.578733,1.533516,1.539647,0.047119,498593
2003-07-09,1.528918,1.539647,1.452281,1.469907,0.044985,548882
2003-07-10,1.479104,1.508992,1.425458,1.463776,0.044797,505966
2003-07-11,1.482936,1.498263,1.463776,1.470674,0.045008,515869
2003-07-14,1.502095,1.513591,1.490599,1.49903,0.045876,508771
2003-07-15,1.502095,1.502095,1.440785,1.45458,0.044516,478146
2003-07-16,1.482936,1.482936,1.456113,1.470674,0.045008,443999
2003-07-17,1.456113,1.4883,1.433888,1.457645,0.044609,442981
2003-07-18,1.449215,1.467608,1.394803,1.430056,0.043765,435883
2003-07-21,1.450748,1.450748,1.417794,1.432355,0.043835,445225
2003-07-22,1.398634,1.41013,1.381008,1.397868,0.04278,439693
2003-07-23,1.417794,1.424691,1.387905,1.399401,0.042827,446439
2003-07-24,1.402466,1.432355,1.398634,1.406298,0.043038,440319
2003-07-25,1.429289,1.443851,1.417794,1.433121,0.043859,460962
2003-07-28,1.440785,1.473739,1.440785,1.466075,0.044867,491247
2003-07-29,1.458412,1.475272,1.433121,1.465309,0.044844,477899
2003-07-30,1.490599,1.490599,1.420859,1.436187,0.043953,517644
2003-07-31,1.41013,1.425458,1.394803,1.407065,0.043061,504896
2003-08-01,1.379475,1.421626,1.379475,1.407831,0.043085,487594
2003-08-04,1.413962,1.413962,1.387139,1.405532,0.043014,475980
2003-08-05,1.394803,1.440785,1.394803,1.411663,0.043202,506853
2003-08-06,1.417794,1.421626,1.399401,1.41013,0.043155,441976
2003-08-07,1.417794,1.41856,1.400934,1.405532,0.043014,443411
2003-08-08,1.424691,1.424691,1.397868,1.411663,0.043202,413818
2003-08-11,1.410896,1.486768,1.410896,1.466075,0.044867,590454
2003-08-12,1.509759,1.563405,1.495964,1.528152,0.046767,684312
2003-08-13,1.555741,1.574901,1.519722,1.529685,0.046814,636111
2003-08-14,1.525086,1.555741,1.518189,1.523554,0.046626,535964
2003-08-15,1.523554,1.523554,1.523554,1.523554,0.046626,0
2003-08-18,1.525086,1.545012,1.494431,1.511292,0.046251,525499
2003-08-19,1.47987,1.513591,1.468375,1.476038,0.045172,485519
2003-08-20,1.479104,1.486768,1.456879,1.463776,0.044797,476046
2003-08-21,1.486768,1.509759,1.464543,1.497497,0.045829,465437
2003-08-22,1.570302,1.570302,1.463776,1.473739,0.045102,515896
2003-08-25,1.485235,1.502095,1.412429,1.423158,0.043554,477794
2003-08-26,1.379475,1.456113,1.379475,1.441551,0.044117,460688
2003-08-27,1.456113,1.482936,1.448449,1.459178,0.044656,451776
2003-08-28,1.473739,1.482936,1.457645,1.465309,0.044844,472496
2003-08-29,1.486768,1.52432,1.470674,1.485235,0.045454,533576
2003-09-01,1.486768,1.747335,1.486768,1.70825,0.052279,1085055
2003-09-02,1.754999,1.770326,1.624715,1.657669,0.050731,1033579
2003-09-03,1.676062,1.723578,1.625481,1.644641,0.050332,717337
2003-09-04,1.651538,1.663034,1.59406,1.607088,0.559233,534555
2003-09-05,1.624715,1.647706,1.59406,1.616285,0.562434,566380
2003-09-08,1.65537,1.670698,1.610154,1.622416,0.564567,487763
2003-09-09,1.65537,1.684492,1.587163,1.617051,0.562701,536760
2003-09-10,1.601724,1.639276,1.59406,1.613219,0.561367,476098
2003-09-11,1.609388,1.65537,1.586396,1.601724,0.557367,496519
2003-09-12,1.632379,1.647706,1.59406,1.611687,0.560834,489472
2003-09-15,1.635444,1.635444,1.550377,1.572602,0.547233,443072
2003-09-16,1.545012,1.565704,1.525086,1.543479,0.537099,484658
2003-09-17,1.540414,1.600957,1.533516,1.548078,0.538699,437070
2003-09-18,1.541947,1.555741,1.487534,1.49903,0.521632,469521
2003-09-19,1.525086,1.531984,1.472206,1.497497,0.521098,407750
2003-09-22,1.494431,1.555741,1.494431,1.531984,0.533099,446204
2003-09-23,1.509759,1.525086,1.482936,1.512824,0.526432,407646
2003-09-24,1.517423,1.541947,1.517423,1.527385,0.531499,443438
2003-09-25,1.531217,1.53275,1.482936,1.497497,0.521098,413439
2003-09-26,1.467608,1.531217,1.467608,1.508992,0.525098,418071
2003-09-29,1.536582,1.536582,1.481403,1.503628,0.523232,344818
2003-09-30,1.53275,1.53275,1.489067,1.497497,0.521098,353090
2003-10-01,1.502095,1.519722,1.494431,1.498263,0.521365,334705
2003-10-02,1.498263,1.498263,1.498263,1.498263,0.521365,0
2003-10-03,1.457645,1.53275,1.457645,1.511292,0.525899,355791
2003-10-06,1.570302,1.663034,1.563405,1.652305,0.574968,484892
2003-10-07,1.685259,1.693689,1.586396,1.612453,0.5611,185405
2003-10-08,1.69982,1.69982,1.600191,1.609388,0.560034,167659
2003-10-09,1.64694,1.64694,1.609388,1.620117,0.563767,46739
2003-10-10,1.647706,1.693689,1.647706,1.658436,0.577102,255331
2003-10-13,1.705185,1.762663,1.678361,1.746569,0.60777,281246
2003-10-14,1.800981,1.823973,1.676062,1.69982,0.591502,443464
2003-10-15,1.686025,1.686025,1.59406,1.627014,0.566168,274826
2003-10-16,1.633145,1.647706,1.611687,1.616285,0.562434,241226
2003-10-17,1.624715,1.639276,1.595593,1.614752,0.5619,198714
2003-10-20,1.59406,1.640043,1.571069,1.578733,0.549367,277187
2003-10-21,1.571069,1.578733,1.525086,1.538881,0.535499,196509
2003-10-22,1.525086,1.568003,1.517423,1.522021,0.529632,244031
2003-10-23,1.495198,1.538881,1.495198,1.525086,0.530699,208944
2003-10-24,1.53275,1.53275,1.476038,1.502095,0.522698,231087
2003-10-27,1.472973,1.525086,1.472973,1.51589,0.527499,344922
2003-10-28,1.509759,1.518189,1.472973,1.492899,0.519498,344804
2003-10-29,1.456113,1.509759,1.456113,1.499796,0.521898,345326
2003-10-30,1.570302,1.570302,1.487534,1.504394,0.523498,348262
2003-10-31,1.502095,1.509759,1.476805,1.486001,0.517098,361520
2003-11-03,1.494431,1.53275,1.494431,1.518955,0.528565,355648
2003-11-04,1.548078,1.548078,1.486768,1.49673,0.520831,366595
2003-11-05,1.494431,1.601724,1.494431,1.520488,0.529098,523529
2003-11-06,1.548078,1.563405,1.522021,1.545778,0.537899,520515
2003-11-07,1.570302,1.608621,1.557274,1.584097,0.551233,545268
2003-11-10,1.609388,1.670698,1.597892,1.643875,0.572035,418815
2003-11-11,1.632379,1.711316,1.632379,1.689857,0.588035,593181
2003-11-12,1.709016,1.739671,1.65537,1.668399,0.580569,439810
2003-11-13,1.651538,1.685259,1.518189,1.586396,0.552033,401656
2003-11-14,1.571069,1.609388,1.563405,1.574134,0.547766,301797
2003-11-17,1.574901,1.647706,1.574901,1.633912,0.568568,53433
2003-11-18,1.620883,1.632379,1.597892,1.603257,0.557901,405271
2003-11-19,1.601724,1.601724,1.586396,1.59406,0.5547,399073
2003-11-20,1.587163,1.607088,1.54118,1.563405,0.544033,424609
2003-11-21,1.544246,1.568003,1.53275,1.541947,0.536566,393619
2003-11-24,1.54961,1.577966,1.548844,1.56034,0.542966,315119
2003-11-25,1.584097,1.584097,1.548844,1.55804,0.542166,310944
2003-11-26,1.55804,1.55804,1.55804,1.55804,0.542166,0
2003-11-27,1.570302,1.624715,1.570302,1.611687,0.560834,469782
2003-11-28,1.65537,1.65537,1.620883,1.643875,0.572035,460140
2003-12-01,1.670698,1.693689,1.659202,1.681427,0.585102,488037
2003-12-02,1.686792,1.686792,1.625481,1.669165,0.580835,375938
2003-12-03,1.678361,1.754999,1.671464,1.696754,0.590436,547460
2003-12-04,1.686025,1.754233,1.686025,1.706717,0.593902,597566
2003-12-05,1.723578,1.754233,1.67453,1.69139,0.588569,502586
2003-12-08,1.686025,1.732008,1.67453,1.702119,0.592302,482413
2003-12-09,1.724344,1.928966,1.71668,1.892946,0.658706,656923
2003-12-10,1.899844,1.954256,1.8393,1.873021,0.651773,706011
2003-12-11,1.877619,1.992575,1.864591,1.879152,0.653906,522772
2003-12-12,1.90061,1.946593,1.877619,1.926667,0.67044,555080
2003-12-15,1.954256,2.15658,1.946593,2.111363,0.734711,741373
2003-12-16,2.069213,2.26847,2.038558,2.233217,0.777113,906748
2003-12-17,2.260807,2.680014,2.249311,2.680014,0.93259,2299069
2003-12-18,2.720632,3.210346,2.682313,3.192719,1.111001,4432410
2003-12-19,3.234103,3.668638,3.234103,3.467848,1.20674,5306068
2003-12-22,3.509998,3.663273,3.342929,3.388911,1.179271,3710688
2003-12-23,3.432594,3.559046,3.356723,3.375883,1.174738,1630245
2003-12-24,3.433361,3.467081,3.181223,3.237935,1.126735,1096721
2003-12-25,3.237935,3.237935,3.237935,3.237935,1.126735,0
2003-12-26,3.41037,3.41037,3.039444,3.138306,1.092066,1489309
2003-12-29,3.180457,3.257094,3.142138,3.163597,1.100867,915556
2003-12-30,3.149802,3.211112,2.844785,2.982732,1.03793,713005
2003-12-31,3.019518,3.042509,2.904562,2.942114,1.023795,861366
2004-01-01,2.988863,3.240234,2.912226,3.204981,1.115268,1973315
2004-01-02,3.257094,3.333732,3.150568,3.188887,1.109667,1076456
2004-01-05,3.203448,3.217243,3.05094,3.093857,1.076599,617347
2004-01-06,3.065501,3.195018,2.965872,2.99806,1.043263,834812
